Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
7.520077,B,7.520077,0.9333091,0,0.5270566,0,2805.049,468.2258,228.6074,0,145.6365,186.7644,4.700325,144.8621047,144.8621047,0.000716795,1060.478407,1060.478407,0.004294825,89.99977,89.99977,3868.153,0.01405686
7.530077,B,7.530077,0.934619,0,0.5294459,0,2804.381,468.0966,230.1939,0,145.6105,186.8059,4.708049,144.7559012,144.7559012,0.000716582,1061.925966,1061.925966,0.004301991,89.99977,89.99977,3878.772,0.01409985
7.540078,B,7.540078,0.9359283,0,0.5318341,0,2803.713,467.9675,231.785,0,145.5844,186.8474,4.715771,144.6493201,144.6493201,0.000716367,1063.372459,1063.372459,0.004309154,89.99977,89.99977,3889.406,0.0141429
7.550078,B,7.550078,0.9372367,0,0.5342206,0,2803.045,467.8384,233.3801,0,145.5584,186.8889,4.72349,144.5423973,144.5423973,0.00071615,1064.817883,1064.817883,0.004316316,89.99977,89.99977,3900.054,0.01418603
7.560078,B,7.560078,0.9385442,0,0.5366055,0,2802.377,467.7094,234.9793,0,145.5323,186.9304,4.731205,144.4351149,144.4351149,0.000715932,1066.262235,1066.262235,0.004323475,89.99977,89.99977,3910.717,0.01422923
7.570078,B,7.570078,0.9398509,0,0.538989,0,2801.709,467.5804,236.5826,0,145.5063,186.9718,4.738917,144.3274848,144.3274848,0.000715711,1067.705509,1067.705509,0.004330632,89.99977,89.99977,3921.394,0.0142725
7.580079,B,7.580079,0.9411569,0,0.5413712,0,2801.031,467.4514,238.1902,0,145.4802,187.0132,4.746628,144.2187798,144.2187798,0.000715485,1069.147697,1069.147697,0.004337787,89.99977,89.99977,3932.085,0.01431584
7.590079,B,7.590079,0.942462,0,0.5437518,0,2800.352,467.3224,239.8017,0,145.4542,187.0546,4.754334,144.1096974,144.1096974,0.000715258,1070.588794,1070.588794,0.00434494,89.99977,89.99977,3942.791,0.01435926
7.600079,B,7.600079,0.9437664,0,0.5461311,0,2799.674,467.1935,241.4176,0,145.4281,187.0959,4.762039,144.0002891,144.0002891,0.000715029,1072.028797,1072.028797,0.00435209,89.99977,89.99977,3953.511,0.01440274
7.610079,B,7.610079,0.9450699,0,0.5485087,0,2798.996,467.0647,243.0376,0,145.4021,187.1373,4.769741,143.8905013,143.8905013,0.000714797,1073.467702,1073.467702,0.004359238,89.99977,89.99977,3964.246,0.0144463
7.62008,B,7.62008,0.9463724,0,0.5508845,0,2798.318,466.9359,244.6612,0,145.376,187.1786,4.777437,143.7803917,143.7803916,0.000714564,1074.905506,1074.905506,0.004366383,89.99977,89.99977,3974.995,0.01448993
7.63008,B,7.63008,0.9476743,0,0.5532593,0,2797.63,466.8071,246.2893,0,145.3499,187.2199,4.785133,143.6692628,143.6692628,0.000714326,1076.342198,1076.342198,0.004373527,89.99977,89.99977,3985.758,0.01453363
7.64008,B,7.64008,0.9489753,0,0.5556324,0,2796.941,466.6783,247.9215,0,145.3239,187.2611,4.792824,143.5576968,143.5576968,0.000714086,1077.777775,1077.777775,0.004380668,89.99977,89.99977,3996.536,0.0145774
7.65008,B,7.65008,0.9502756,0,0.5580043,0,2796.253,466.5496,249.5576,0,145.2979,187.3023,4.800513,143.4458189,143.4458188,0.000713844,1079.212233,1079.212233,0.004387806,89.99977,89.99977,4007.328,0.01462124
7.66008,B,7.66008,0.9515749,0,0.5603743,0,2795.565,466.4209,251.1977,0,145.2718,187.3435,4.808199,143.3336032,143.3336032,0.0007136,1080.645569,1080.645569,0.004394942,89.99977,89.99977,4018.135,0.01466515
7.670081,B,7.670081,0.9528733,0,0.5627427,0,2794.876,466.2922,252.8418,0,145.2457,187.3847,4.815881,143.22101,143.22101,0.000713355,1082.07778,1082.07778,0.004402076,89.99977,89.99977,4028.956,0.01470914
7.680081,B,7.680081,0.9541709,0,0.5651096,0,2794.178,466.1636,254.4897,0,145.2197,187.4259,4.823562,143.1074214,143.1074214,0.000713104,1083.508854,1083.508854,0.004409207,89.99976,89.99976,4039.791,0.0147532
7.690081,B,7.690081,0.9554677,0,0.5674751,0,2793.48,466.035,256.1418,0,145.1936,187.467,4.831237,142.9934097,142.9934097,0.000712852,1084.938788,1084.938788,0.004416335,89.99976,89.99976,4050.64,0.01479732
7.700081,B,7.700081,0.9567636,0,0.569839,0,2792.781,465.9064,257.7978,0,145.1676,187.5081,4.838911,142.8791078,142.8791078,0.000712598,1086.367579,1086.367579,0.004423461,89.99976,89.99976,4061.504,0.01484152
7.710082,B,7.710082,0.9580585,0,0.572201,0,2792.083,465.7779,259.4576,0,145.1415,187.5491,4.846581,142.764502,142.764502,0.000712342,1087.795224,1087.795224,0.004430585,89.99976,89.99976,4072.382,0.01488579
7.720082,B,7.720082,0.9593527,0,0.5745618,0,2791.385,465.6494,261.1215,0,145.1155,187.5902,4.854249,142.6494869,142.6494869,0.000712084,1089.221719,1089.221719,0.004437705,89.99976,89.99976,4083.274,0.01493013
7.730082,B,7.730082,0.9606459,0,0.5769207,0,2790.677,465.521,262.7891,0,145.0894,187.6312,4.861912,142.5334009,142.5334009,0.000711821,1090.647053,1090.647053,0.004444824,89.99976,89.99976,4094.181,0.01497455
7.740082,B,7.740082,0.9619384,0,0.5792784,0,2789.969,465.3925,264.4609,0,145.0634,187.6721,4.869574,142.4170029,142.4170029,0.000711556,1092.071223,1092.071223,0.004451939,89.99976,89.99976,4105.102,0.01501903
7.750082,B,7.750082,0.9632299,0,0.5816343,0,2789.26,465.2642,266.1363,0,145.0373,187.7131,4.877232,142.3002911,142.3002911,0.00071129,1093.494225,1093.494225,0.004459052,89.99976,89.99976,4116.037,0.01506359
7.760083,B,7.760083,0.9645206,0,0.5839887,0,2788.552,465.1358,267.8156,0,145.0113,187.754,4.884886,142.1832017,142.1832017,0.000711021,1094.916057,1094.916057,0.004466162,89.99976,89.99976,4126.986,0.01510821
7.770083,B,7.770083,0.9658102,0,0.5863411,0,2787.844,465.0075,269.4987,0,144.9852,187.7949,4.892535,142.0657925,142.0657925,0.000710751,1096.336715,1096.336715,0.00447327,89.99976,89.99976,4137.949,0.01515291
7.780083,B,7.780083,0.9670991,0,0.5886923,0,2787.126,464.8792,271.1856,0,144.9592,187.8358,4.900184,141.9473859,141.9473859,0.000710476,1097.756189,1097.756189,0.004480375,89.99976,89.99976,4148.927,0.01519768
7.790083,B,7.790083,0.9683871,0,0.5910418,0,2786.407,464.751,272.8763,0,144.9331,187.8766,4.907828,141.8285819,141.8285819,0.000710199,1099.174475,1099.174475,0.004487477,89.99976,89.99976,4159.918,0.01524252
7.800084,B,7.800084,0.9696741,0,0.5933895,0,2785.689,464.6228,274.5708,0,144.9071,187.9174,4.91547,141.7093944,141.7093944,0.00070992,1100.591569,1100.591569,0.004494576,89.99976,89.99976,4170.924,0.01528743
7.810084,B,7.810084,0.9709603,0,0.5957358,0,2784.971,464.4946,276.269,0,144.881,187.9582,4.923107,141.5899209,141.5899209,0.00070964,1102.007468,1102.007468,0.004501672,89.99976,89.99976,4181.944,0.01533241
7.820084,B,7.820084,0.9722455,0,0.5980802,0,2784.253,464.3665,277.971,0,144.855,187.999,4.930742,141.4701116,141.4701116,0.000709357,1103.422169,1103.422169,0.004508766,89.99976,89.99976,4192.979,0.01537746
7.830084,B,7.830084,0.9735297,0,0.6004229,0,2783.525,464.2384,279.6766,0,144.8289,188.0397,4.938374,141.349289,141.349289,0.00070907,1104.835662,1104.835662,0.004515856,89.99976,89.99976,4204.027,0.01542258
7.840085,B,7.840085,0.9748132,0,0.6027642,0,2782.796,464.1104,281.3861,0,144.8029,188.0804,4.946002,141.2281207,141.2281207,0.000708781,1106.247943,1106.247943,0.004522944,89.99976,89.99976,4215.089,0.01546778
7.850085,B,7.850085,0.9760956,0,0.6051036,0,2782.068,463.9824,283.0992,0,144.7768,188.121,4.953627,141.1065968,141.1065968,0.00070849,1107.659009,1107.659009,0.004530029,89.99976,89.99976,4226.166,0.01551304
7.860085,B,7.860085,0.9773771,0,0.6074412,0,2781.34,463.8544,284.8158,0,144.7508,188.1617,4.961248,140.9847847,140.9847847,0.000708197,1109.068857,1109.068857,0.004537111,89.99976,89.99976,4237.257,0.01555838
7.870085,B,7.870085,0.9786577,0,0.6097773,0,2780.612,463.7264,286.5362,0,144.7247,188.2023,4.968866,140.8625972,140.8625972,0.000707902,1110.477483,1110.477483,0.00454419,89.99976,89.99976,4248.362,0.01560379
7.880085,B,7.880085,0.9799374,0,0.6121117,0,2779.874,463.5985,288.2603,0,144.6987,188.2429,4.97648,140.7393984,140.7393984,0.000707603,1111.884877,1111.884877,0.004551266,89.99976,89.99976,4259.48,0.01564926
7.890086,B,7.890086,0.9812161,0,0.6144444,0,2779.136,463.4707,289.9879,0,144.6726,188.2834,4.984091,140.6158518,140.6158518,0.000707302,1113.291035,1113.291035,0.004558339,89.99976,89.99976,4270.613,0.01569481
7.900086,B,7.900086,0.9824939,0,0.6167754,0,2778.398,463.3428,291.719,0,144.6466,188.3239,4.9917,140.4919994,140.4919993,0.000706999,1114.695955,1114.695955,0.004565409,89.99976,89.99976,4281.76,0.01574043
7.910086,B,7.910086,0.9837706,0,0.6191044,0,2777.66,463.215,293.4536,0,144.6205,188.3644,4.999304,140.3677992,140.3677992,0.000706694,1116.099633,1116.099633,0.004572476,89.99976,89.99976,4292.921,0.01578612
7.920086,B,7.920086,0.9850466,0,0.6214321,0,2776.922,463.0873,295.1921,0,144.5945,188.4049,5.006904,140.2433049,140.2433049,0.000706387,1117.502066,1117.502066,0.00457954,89.99976,89.99976,4304.096,0.01583188
7.930087,B,7.930087,0.9863214,0,0.6237577,0,2776.174,462.9596,296.9337,0,144.5684,188.4453,5.014501,140.1177855,140.1177855,0.000706076,1118.903244,1118.903244,0.004586601,89.99976,89.99976,4315.285,0.01587771
7.940087,B,7.940087,0.9875953,0,0.6260816,0,2775.426,462.8319,298.679,0,144.5423,188.4857,5.022094,139.9918945,139.9918945,0.000705762,1120.303163,1120.303163,0.004593658,89.99976,89.99976,4326.488,0.01592361
7.950087,B,7.950087,0.9888685,0,0.6284043,0,2774.677,462.7043,300.4281,0,144.5163,188.526,5.029685,139.8657075,139.8657075,0.000705447,1121.70182,1121.70182,0.004600713,89.99976,89.99976,4337.705,0.01596958
7.960087,B,7.960087,0.9901404,0,0.6307245,0,2773.929,462.5767,302.1802,0,144.4902,188.5664,5.037272,139.7391947,139.7391947,0.00070513,1123.099212,1123.099212,0.004607764,89.99976,89.99976,4348.936,0.01601562
7.970088,B,7.970088,0.9914114,0,0.6330432,0,2773.182,462.4491,303.936,0,144.4642,188.6067,5.044855,139.6123957,139.6123957,0.000704812,1124.495336,1124.495336,0.004614812,89.99976,89.99976,4360.181,0.01606174
7.980088,B,7.980088,0.9926816,0,0.6353604,0,2772.424,462.3216,305.6952,0,144.4381,188.647,5.052436,139.4844941,139.4844941,0.000704488,1125.890181,1125.890181,0.004621857,89.99976,89.99976,4371.44,0.01610792
7.990088,B,7.990088,0.9939506,0,0.6376754,0,2771.666,462.1941,307.4577,0,144.4121,188.6872,5.060012,139.3562964,139.3562964,0.000704163,1127.283744,1127.283744,0.004628899,89.99976,89.99976,4382.713,0.01615417
8.000088,B,8.000088,0.9952187,0,0.6399888,0,2770.908,462.0667,309.2237,0,144.386,188.7274,5.067584,139.2277987,139.2277987,0.000703836,1128.676022,1128.676022,0.004635937,89.99976,89.99976,4394,0.0162005
8.010088,B,8.010088,0.9964858,0,0.6423004,0,2770.15,461.9393,310.993,0,144.36,188.7676,5.075153,139.0989931,139.0989931,0.000703508,1130.067012,1130.067012,0.004642972,89.99976,89.99976,4405.3,0.01624689
8.020088,B,8.020088,0.9977519,0,0.6446101,0,2769.392,461.8119,312.7656,0,144.3339,188.8077,5.082718,138.9698934,138.9698934,0.000703177,1131.45671,1131.45671,0.004650004,89.99976,89.99976,4416.615,0.01629336
8.030088,B,8.030088,0.9990171,0,0.6469182,0,2768.625,461.6846,314.5416,0,144.3079,188.8478,5.090281,138.8397824,138.8397824,0.000702842,1132.845108,1132.845108,0.004657032,89.99976,89.99976,4427.943,0.01633989
8.040089,B,8.040089,1.000281,0,0.649224,0,2767.857,461.5573,316.3208,0,144.2818,188.8879,5.097839,138.7093058,138.7093058,0.000702505,1134.232201,1134.232201,0.004664057,89.99976,89.99976,4439.286,0.0163865
8.050089,B,8.050089,1.001544,0,0.6515281,0,2767.089,461.43,318.1032,0,144.2558,188.928,5.105392,138.5785809,138.5785809,0.000702166,1135.617987,1135.617987,0.004671079,89.99976,89.99976,4450.642,0.01643317
8.060089,B,8.060089,1.002806,0,0.6538304,0,2766.321,461.3028,319.889,0,144.2297,188.968,5.112944,138.4474944,138.4474944,0.000701826,1137.002462,1137.002462,0.004678097,89.99976,89.99976,4462.012,0.01647992
8.070089,B,8.070089,1.004067,0,0.6561309,0,2765.554,461.1756,321.678,0,144.2037,189.008,5.12049,138.316098,138.316098,0.000701484,1138.385623,1138.385623,0.004685112,89.99976,89.99976,4473.396,0.01652673
8.08009,B,8.08009,1.005327,0,0.6584296,0,2764.776,461.0485,323.4702,0,144.1776,189.0479,5.128033,138.183718,138.183718,0.000701137,1139.76746,1139.76746,0.004692124,89.99976,89.99976,4484.793,0.01657362
8.09009,B,8.09009,1.006587,0,0.6607283,0,2763.999,460.9214,325.2667,0,144.1516,189.0879,5.135577,138.0510003,138.0510003,0.000700788,1141.14797,1141.14797,0.004699131,89.99976,89.99976,4496.205,0.01662058
8.10009,B,8.10009,1.007845,0,0.6630234,0,2763.221,460.7943,327.0652,0,144.1255,189.1278,5.143113,137.9180005,137.9180005,0.000700437,1142.52715,1142.52715,0.004706136,89.99976,89.99976,4507.63,0.0166676
8.11009,B,8.11009,1.009102,0,0.6653166,0,2762.444,460.6673,328.8671,0,144.0995,189.1676,5.150645,137.7846987,137.7846987,0.000700085,1143.904997,1143.904997,0.004713137,89.99976,89.99976,4519.069,0.0167147
8.12009,B,8.12009,1.010357,0,0.6676062,0,2761.666,460.5403,330.6713,0,144.0734,189.2074,5.158171,137.6510909,137.6510909,0.000699731,1145.281508,1145.281508,0.004720134,89.99976,89.99976,4530.521,0.01676187
8.130091,B,8.130091,1.011612,0,0.6698958,0,2760.879,460.4134,332.4794,0,144.0474,189.2472,5.165696,137.5164957,137.5164957,0.000699373,1146.656673,1146.656673,0.004727128,89.99976,89.99976,4541.988,0.0168091
8.140091,B,8.140091,1.012866,0,0.6721835,0,2760.091,460.2865,334.2908,0,144.0213,189.287,5.173218,137.3815865,137.3815865,0.000699013,1148.030489,1148.030489,0.004734118,89.99976,89.99976,4553.469,0.01685641
8.150091,B,8.150091,1.014119,0,0.6744695,0,2759.304,460.1596,336.1052,0,143.9953,189.3267,5.180734,137.2463019,137.2463019,0.00069865,1149.402952,1149.402952,0.004741104,89.99976,89.99976,4564.963,0.01690378
8.160091,B,8.160091,1.015371,0,0.6767536,0,2758.517,460.0328,337.9228,0,143.9692,189.3664,5.188249,137.1107986,137.1107986,0.000698287,1150.77406,1150.77406,0.004748087,89.99976,89.99976,4576.471,0.01695123
8.170092,B,8.170092,1.016622,0,0.679036,0,2757.729,459.9061,339.7434,0,143.9432,189.4061,5.195761,136.9750034,136.9750034,0.000697921,1152.14381,1152.14381,0.004755066,89.99976,89.99976,4587.992,0.01699875
8.180092,B,8.180092,1.017871,0,0.6813147,0,2756.932,459.7793,341.5661,0,143.9171,189.4457,5.203263,136.8382008,136.8382008,0.000697551,1153.512192,1153.512192,0.004762042,89.99976,89.99976,4599.527,0.01704633
8.190092,B,8.190092,1.01912,0,0.6835934,0,2756.135,459.6526,343.3928,0,143.8911,189.4853,5.210768,136.7010505,136.7010505,0.000697179,1154.879202,1154.879202,0.004769014,89.99976,89.99976,4611.076,0.01709399
8.200092,B,8.200092,1.020368,0,0.6858703,0,2755.338,459.526,345.2224,0,143.865,189.5248,5.218267,136.5636538,136.5636538,0.000696806,1156.244839,1156.244839,0.004775982,89.99976,89.99976,4622.639,0.01714171
8.210093,B,8.210093,1.021614,0,0.6881436,0,2754.541,459.3994,347.0544,0,143.839,189.5643,5.225759,136.4259969,136.4259969,0.000696431,1157.609098,1157.609098,0.004782946,89.99976,89.99976,4634.215,0.01718951
8.220093,B,8.220093,1.022859,0,0.690415,0,2753.744,459.2728,348.8892,0,143.8129,189.6038,5.233248,136.28803,136.28803,0.000696054,1158.971979,1158.971979,0.004789907,89.99976,89.99976,4645.805,0.01723737
8.230093,B,8.230093,1.024104,0,0.6926865,0,2752.937,459.1462,350.7278,0,143.7868,189.6433,5.240736,136.1490042,136.1490042,0.000695672,1160.333469,1160.333469,0.004796863,89.99976,89.99976,4657.408,0.0172853
8.240093,B,8.240093,1.025347,0,0.6949543,0,2752.13,459.0197,352.5685,0,143.7608,189.6827,5.248218,136.0097498,136.0097498,0.000695289,1161.693566,1161.693566,0.004803816,89.99976,89.99976,4669.025,0.01733331
8.250093,B,8.250093,1.026589,0,0.6972203,0,2751.323,458.8933,354.4121,0,143.7348,189.7221,5.255696,135.8701995,135.8701995,0.000694904,1163.052268,1163.052268,0.004810765,89.99976,89.99976,4680.655,0.01738138
8.260094,B,8.260094,1.02783,0,0.6994845,0,2750.517,458.7669,356.2587,0,143.7087,189.7614,5.263171,135.7303928,135.7303928,0.000694518,1164.409572,1164.409572,0.00481771,89.99976,89.99976,4692.299,0.01742952
8.270094,B,8.270094,1.02907,0,0.7017468,0,2749.71,458.6405,358.1082,0,143.6826,189.8008,5.270642,135.5902901,135.5902901,0.00069413,1165.765475,1165.765475,0.004824652,89.99976,89.99976,4703.957,0.01747774
8.280094,B,8.280094,1.030309,0,0.7040074,0,2748.893,458.5142,359.9605,0,143.6566,189.8401,5.27811,135.4491185,135.4491185,0.000693737,1167.119966,1167.119966,0.004831589,89.99976,89.99976,4715.628,0.01752602
8.290094,B,8.290094,1.031547,0,0.7062661,0,2748.077,458.3879,361.8157,0,143.6305,189.8793,5.285573,135.3077502,135.3077501,0.000693343,1168.473044,1168.473044,0.004838523,89.99976,89.99976,4727.313,0.01757437
8.300095,B,8.300095,1.032784,0,0.708523,0,2747.26,458.2616,363.6736,0,143.6045,189.9185,5.293034,135.166056,135.166056,0.000692946,1169.824704,1169.824704,0.004845452,89.99976,89.99976,4739.011,0.01762279
8.310095,B,8.310095,1.034019,0,0.7107763,0,2746.444,458.1354,365.5335,0,143.5784,189.9577,5.300486,135.0241175,135.0241175,0.000692549,1171.174945,1171.174945,0.004852377,89.99976,89.99976,4750.723,0.01767128
8.320095,B,8.320095,1.035254,0,0.7130296,0,2745.627,458.0093,367.397,0,143.5524,189.9968,5.307938,134.8818809,134.8818809,0.000692149,1172.523764,1172.523764,0.004859299,89.99976,89.99976,4762.448,0.01771984
8.330095,B,8.330095,1.036487,0,0.7152793,0,2744.801,457.8831,369.2625,0,143.5263,190.0359,5.315384,134.7386966,134.7386966,0.000691746,1173.871151,1173.871151,0.004866216,89.99976,89.99976,4774.187,0.01776846
8.340096,B,8.340096,1.037719,0,0.7175272,0,2743.975,457.7571,371.1306,0,143.5003,190.075,5.322826,134.5951985,134.5951985,0.00069134,1175.217103,1175.217103,0.00487313,89.99976,89.99976,4785.939,0.01781716
8.350096,B,8.350096,1.038951,0,0.719775,0,2743.149,457.631,373.0027,0,143.4742,190.1141,5.330268,134.4514023,134.4514023,0.000690933,1176.561617,1176.561617,0.004880039,89.99976,89.99976,4797.705,0.01786593
8.360096,B,8.360096,1.040181,0,0.7220191,0,2742.323,457.505,374.8762,0,143.4482,190.1531,5.337702,134.3073994,134.3073994,0.000690524,1177.904691,1177.904691,0.004886944,89.99976,89.99976,4809.483,0.01791476
8.370096,B,8.370096,1.041409,0,0.7242598,0,2741.496,457.3791,376.7516,0,143.4221,190.192,5.34513,134.1630986,134.1630986,0.000690114,1179.246322,1179.246322,0.004893846,89.99976,89.99976,4821.276,0.01796366
8.380096,B,8.380096,1.042637,0,0.7265003,0,2740.66,457.2532,378.6307,0,143.3961,190.2309,5.352556,134.0178659,134.0178659,0.000689699,1180.5865,1180.5865,0.004900742,89.99976,89.99976,4833.082,0.01801264
8.390097,B,8.390097,1.043864,0,0.7287391,0,2739.825,457.1273,380.5124,0,143.37,190.2699,5.35998,133.8722974,133.8722974,0.000689282,1181.925223,1181.925223,0.004907635,89.99976,89.99976,4844.901,0.01806168
8.400097,B,8.400097,1.045089,0,0.7309743,0,2738.989,457.0015,382.3956,0,143.344,190.3087,5.367397,133.7265025,133.7265025,0.000688864,1183.262488,1183.262488,0.004914524,89.99976,89.99976,4856.733,0.01811079
8.410097,B,8.410097,1.046314,0,0.7332094,0,2738.153,456.8757,384.2827,0,143.3179,190.3475,5.374813,133.5804155,133.5804155,0.000688444,1184.598293,1184.598293,0.004921408,89.99976,89.99976,4868.58,0.01815997
8.420097,B,8.420097,1.047537,0,0.7354409,0,2737.317,456.7499,386.1713,0,143.2919,190.3863,5.382223,133.434096,133.434096,0.000688023,1185.932633,1185.932633,0.004928289,89.99976,89.99976,4880.439,0.01820922
8.430098,B,8.430098,1.048759,0,0.7376705,0,2736.471,456.6242,388.0625,0,143.2658,190.4251,5.389628,133.2867851,133.2867851,0.000687597,1187.265501,1187.265501,0.004935165,89.99976,89.99976,4892.312,0.01825853
8.440098,B,8.440098,1.04998,0,0.7398984,0,2735.626,456.4985,389.9562,0,143.2398,190.4638,5.397029,133.139206,133.139206,0.00068717,1188.596893,1188.596893,0.004942036,89.99976,89.99976,4904.197,0.01830792
8.450098,B,8.450098,1.0512,0,0.7402094,0,2734.781,456.3729,390.8411,0,143.2137,190.4648,5.400124,133.0627888,133.0627888,0.000687038,1189.927521,1189.927521,0.004948907,89.99976,89.99976,4916.097,0.01835738
8.460098,B,8.460098,1.052419,0,0.7404885,0,2733.935,456.2473,391.7096,0,143.1877,190.4652,5.403143,132.9873949,132.9873949,0.00068691,1191.257395,1191.257395,0.004955776,89.99976,89.99976,4928.009,0.0184069
8.470098,B,8.470098,1.053637,0,0.7407678,0,2733.09,456.1218,392.5784,0,143.1616,190.4656,5.406171,132.9118997,132.9118997,0.000686781,1192.586514,1192.586514,0.004962644,89.99976,89.99976,4939.935,0.01845649
8.480099,B,8.480099,1.054856,0,0.7410476,0,2732.235,455.9963,393.4474,0,143.1356,190.466,5.409195,132.8357428,132.8357428,0.000686649,1193.914871,1193.914871,0.00496951,89.99976,89.99976,4951.874,0.01850615
8.490099,B,8.490099,1.056073,0,0.7413272,0,2731.38,455.8709,394.3166,0,143.1095,190.4664,5.41222,132.7594846,132.7594846,0.000686516,1195.242466,1195.242466,0.004976375,89.99976,89.99976,4963.827,0.01855588
8.500099,B,8.500099,1.05729,0,0.7416072,0,2730.525,455.7455,395.1859,0,143.0835,190.4668,5.415242,132.6830993,132.6830993,0.000686383,1196.569297,1196.569297,0.004983239,89.99976,89.99976,4975.792,0.01860568
8.510099,B,8.510099,1.058507,0,0.7418948,0,2729.67,455.6201,396.0598,0,143.0574,190.4673,5.41827,132.606402,132.606402,0.000686248,1197.895361,1197.895361,0.004990102,89.99976,89.99976,4987.771,0.01865555
8.5201,B,8.5201,1.059723,0,0.742212,0,2728.814,455.4948,396.9495,0,143.0314,190.4677,5.421298,132.5285146,132.5285146,0.000686107,1199.220646,1199.220646,0.004996963,89.99976,89.99976,4999.764,0.01870548
8.5301,B,8.5301,1.060938,0,0.7425459,0,2727.95,455.3695,397.8483,0,143.0053,190.4681,5.424321,132.4492166,132.4492166,0.000685961,1200.545138,1200.545138,0.005003822,89.99976,89.99976,5011.769,0.01875549
8.5401,B,8.5401,1.062153,0,0.7428928,0,2727.085,455.2443,398.7542,0,142.9792,190.4686,5.427349,132.3694,132.3694,0.000685811,1201.868832,1201.868832,0.00501068,89.99976,89.99976,5023.788,0.01880556
8.5501,B,8.5501,1.063368,0,0.7432505,0,2726.221,455.1191,399.6664,0,142.9532,190.469,5.430375,132.2890947,132.2890947,0.00068566,1203.191723,1203.191723,0.005017537,89.99976,89.99976,5035.819,0.0188557
8.560101,B,8.560101,1.064582,0,0.7436175,0,2725.356,454.994,400.5836,0,142.9272,190.4694,5.433404,132.2083185,132.2083185,0.000685506,1204.513807,1204.513807,0.005024392,89.99976,89.99976,5047.864,0.01890591
8.570101,B,8.570101,1.065795,0,0.743993,0,2724.492,454.8689,401.5057,0,142.9011,190.4699,5.436432,132.1271946,132.1271946,0.00068535,1205.835078,1205.835078,0.005031245,89.99976,89.99976,5059.923,0.01895619
8.580101,B,8.580101,1.067008,0,0.7443766,0,2723.617,454.7438,402.4325,0,142.875,190.4703,5.439458,132.044966,132.044966,0.00068519,1207.155528,1207.155528,0.005038097,89.99976,89.99976,5071.995,0.01900653
8.590101,B,8.590101,1.06822,0,0.7447674,0,2722.743,454.6188,403.3636,0,142.849,190.4708,5.442488,131.962348,131.962348,0.000685028,1208.475152,1208.475152,0.005044948,89.99976,89.99976,5084.08,0.01905695
8.600101,B,8.600101,1.069431,0,0.7451651,0,2721.869,454.4938,404.2984,0,142.8229,190.4713,5.445521,131.8794856,131.8794856,0.000684864,1209.793946,1209.793946,0.005051796,89.99976,89.99976,5096.178,0.01910743
8.610102,B,8.610102,1.070642,0,0.7455694,0,2720.995,454.3689,405.2374,0,142.7969,190.4717,5.448547,131.796204,131.796204,0.000684698,1211.111908,1211.111908,0.005058643,89.99976,89.99976,5108.289,0.01915798
8.620102,B,8.620102,1.071853,0,0.7459803,0,2720.121,454.244,406.1801,0,142.7708,190.4722,5.451584,131.7126045,131.7126045,0.00068453,1212.429034,1212.429034,0.005065489,89.99976,89.99976,5120.414,0.0192086
8.630102,B,8.630102,1.073062,0,0.7463967,0,2719.237,454.1192,407.1262,0,142.7448,190.4727,5.454617,131.6279858,131.6279858,0.000684358,1213.745314,1213.745314,0.005072332,89.99976,89.99976,5132.551,0.01925929
8.640102,B,8.640102,1.074272,0,0.7468194,0,2718.354,453.9944,408.0761,0,142.7187,190.4731,5.457645,131.5431008,131.5431008,0.000684184,1215.060745,1215.060745,0.005079174,89.99976,89.99976,5144.702,0.01931005
8.650103,B,8.650103,1.07548,0,0.7472472,0,2717.47,453.8696,409.0291,0,142.6927,190.4736,5.46068,131.4579039,131.4579039,0.000684009,1216.375324,1216.375324,0.005086014,89.99976,89.99976,5156.865,0.01936088
8.660103,B,8.660103,1.076688,0,0.7476807,0,2716.586,453.7449,409.9852,0,142.6666,190.4741,5.463708,131.3724865,131.3724865,0.000683832,1217.689049,1217.689049,0.005092852,89.99976,89.99976,5169.042,0.01941177
8.670103,B,8.670103,1.077896,0,0.7481195,0,2715.703,453.6203,410.9449,0,142.6406,190.4746,5.466741,131.2866797,131.2866797,0.000683654,1219.001916,1219.001916,0.005099689,89.99976,89.99976,5181.232,0.01946273
8.680103,B,8.680103,1.079102,0,0.748563,0,2714.809,453.4957,411.9073,0,142.6145,190.4751,5.469778,131.1999787,131.1999787,0.000683471,1220.313916,1220.313916,0.005106524,89.99976,89.99976,5193.435,0.01951377
8.690104,B,8.690104,1.080309,0,0.7490119,0,2713.916,453.3711,412.873,0,142.5885,190.4756,5.472813,131.112952,131.112952,0.000683287,1221.625045,1221.625045,0.005113357,89.99976,89.99976,5205.651,0.01956487
8.700104,B,8.700104,1.081514,0,0.7494653,0,2713.023,453.2466,413.8414,0,142.5624,190.4761,5.475844,131.0257007,131.0257007,0.000683102,1222.935302,1222.935302,0.005120188,89.99976,89.99976,5217.881,0.01961603
