Time (sec),Stage,Stage Time (sec),Mach Number,Angle of Attack (deg),CD,CL,Thrust (lb),Weight (lb),Drag (lb),Lift (lb),CG (in),CP (in),Stability Margin (cal),Accel (ft/sec^2),Accel-V (ft/sec^2),Accel-H (ft/sec^2),Velocity (ft/sec),Vel-V (ft/sec),Vel-H (ft/sec),Pitch Attitude (deg),Flight Path Angle (deg),Altitude (ft),Distance (ft)
1.159999,B,1.159999,0.1253053,0,0.479256,0,2797.411,552.836,4.307784,0,162.2052,185.7082,2.686059,130.3835858,130.3835858,0.000417489,145.2815448,145.2815448,0.000373549,89.99986,89.99986,83.11743,0.000195146
1.169999,B,1.169999,0.1264407,0,0.4796601,0,2798.102,552.7061,4.389672,0,162.1791,185.7082,2.689036,130.4572015,130.4572015,0.000418604,146.5861168,146.5861168,0.000377735,89.99986,89.99986,84.58329,0.000198902
1.179999,B,1.179999,0.1275767,0,0.4800515,0,2798.782,552.5762,4.472322,0,162.1531,185.7082,2.692013,130.5301954,130.5301954,0.000419712,147.8914187,147.8914187,0.000381932,89.99986,89.99986,86.0622,0.000202701
1.189999,B,1.189999,0.1287133,0,0.4804306,0,2799.463,552.4462,4.555727,0,162.127,185.7082,2.69499,130.603217,130.603217,0.000420814,149.1974508,149.1974508,0.000386141,89.99986,89.99986,87.55418,0.000206541
1.199999,B,1.199999,0.1298506,0,0.4807979,0,2800.143,552.3162,4.639893,0,162.101,185.7082,2.697968,130.6762824,130.6762824,0.000421912,150.5042136,150.5042136,0.00039036,89.99986,89.99986,89.05922,0.000210424
1.209999,B,1.209999,0.1309886,0,0.4811535,0,2800.823,552.1862,4.724815,0,162.0749,185.7082,2.700945,130.7493001,130.7493001,0.000423004,151.8117066,151.8117066,0.00039459,89.99986,89.99986,90.57734,0.000214348
1.219999,B,1.219999,0.1321272,0,0.481498,0,2801.504,552.0562,4.810498,0,162.0489,185.7082,2.703922,130.8222959,130.8222959,0.000424092,153.1199295,153.1199295,0.000398831,89.99986,89.99986,92.10854,0.000218315
1.229999,B,1.229999,0.1332665,0,0.4818316,0,2802.174,551.9261,4.896939,0,162.0228,185.7082,2.706899,130.8947175,130.8947175,0.000425172,154.4288767,154.4288767,0.000403082,89.99986,89.99986,93.65282,0.000222325
1.239999,B,1.239999,0.1344064,0,0.4821546,0,2802.844,551.796,4.984138,0,161.9968,185.7082,2.709877,130.9671233,130.9671233,0.000426248,155.7385479,155.7385479,0.000407345,89.99986,89.99986,95.21021,0.000226377
1.249999,B,1.249999,0.1355469,0,0.4824674,0,2803.515,551.6658,5.072095,0,161.9707,185.7082,2.712854,131.0395985,131.0395985,0.000427319,157.0489438,157.0489438,0.000411618,89.99986,89.99986,96.7807,0.000230472
1.259999,B,1.259999,0.1366882,0,0.4827702,0,2804.185,551.5356,5.160816,0,161.9447,185.7082,2.715831,131.1119963,131.1119963,0.000428385,158.3600638,158.3600638,0.000415902,89.99986,89.99986,98.3643,0.00023461
1.269999,B,1.269999,0.13783,0,0.4830633,0,2804.856,551.4054,5.250293,0,161.9186,185.7082,2.718808,131.1844815,131.1844815,0.000429447,159.6719085,159.6719085,0.000420196,89.99986,89.99986,99.96102,0.00023879
1.279999,B,1.279999,0.1389725,0,0.4833471,0,2805.516,551.2751,5.34053,0,161.8926,185.7082,2.721786,131.2562972,131.2562972,0.000430502,160.9844715,160.9844715,0.000424501,89.99986,89.99986,101.5709,0.000243014
1.289999,B,1.289999,0.1401156,0,0.4836217,0,2806.176,551.1449,5.431526,0,161.8665,185.7082,2.724763,131.3280989,131.3280989,0.000431553,162.2977524,162.2977524,0.000428817,89.99985,89.99985,103.1938,0.00024728
1.299999,B,1.299999,0.1412594,0,0.4838874,0,2806.836,551.0146,5.523285,0,161.8405,185.7082,2.72774,131.399996,131.399996,0.000432599,163.6117524,163.6117524,0.000433143,89.99985,89.99985,104.83,0.00025159
1.309999,B,1.309999,0.1424039,0,0.4841446,0,2807.496,550.8843,5.615803,0,161.8144,185.7082,2.730717,131.4717839,131.4717839,0.00043364,164.9264702,164.9264702,0.000437479,89.99985,89.99985,106.4792,0.000255943
1.319999,B,1.319999,0.1435489,0,0.4843933,0,2808.156,550.7539,5.709079,0,161.7884,185.7082,2.733695,131.5436114,131.5436114,0.000434678,166.2419063,166.2419063,0.000441826,89.99985,89.99985,108.1416,0.00026034
1.329999,B,1.329999,0.1446947,0,0.4846339,0,2808.806,550.6235,5.803118,0,161.7623,185.7082,2.736672,131.6149006,131.6149006,0.000435709,167.5580552,167.5580552,0.000446183,89.99985,89.99985,109.8172,0.00026478
1.339999,B,1.339999,0.145841,0,0.4848665,0,2809.456,550.4931,5.897914,0,161.7363,185.7082,2.739649,131.6860964,131.6860964,0.000436736,168.8749162,168.8749162,0.00045055,89.99985,89.99985,111.506,0.000269263
1.349999,B,1.349999,0.146988,0,0.4850915,0,2810.106,550.3627,5.993474,0,161.7102,185.7082,2.742626,131.7572802,131.7572802,0.000437759,170.192489,170.192489,0.000454928,89.99985,89.99985,113.2079,0.000273791
1.359999,B,1.359999,0.1481357,0,0.4853089,0,2810.756,550.2322,6.089794,0,161.6842,185.7082,2.745604,131.8285832,131.8285832,0.000438778,171.5107748,171.5107748,0.000459316,89.99985,89.99985,114.923,0.000278362
1.369999,B,1.369999,0.1492839,0,0.4855191,0,2811.406,550.1017,6.186874,0,161.6581,185.7082,2.748581,131.8998009,131.8998009,0.000439792,172.8297727,172.8297727,0.000463714,89.99985,89.99985,116.6513,0.000282977
1.379999,B,1.379999,0.1504329,0,0.4857221,0,2812.046,549.9711,6.284716,0,161.632,185.7082,2.751558,131.9704006,131.9704006,0.000440801,174.1494767,174.1494767,0.000468122,89.99985,89.99985,118.3928,0.000287636
1.389999,B,1.389999,0.1515824,0,0.4859182,0,2812.686,549.8406,6.383317,0,161.606,185.7082,2.754535,132.0410182,132.0410182,0.000441806,175.4698869,175.4698869,0.00047254,89.99985,89.99985,120.1475,0.00029234
1.399999,B,1.399999,0.1527326,0,0.4861076,0,2813.325,549.71,6.482683,0,161.58,185.7082,2.757513,132.1116159,132.1116159,0.000442807,176.791003,176.791003,0.000476968,89.99985,89.99985,121.9154,0.000297087
1.409999,B,1.409999,0.1538834,0,0.4862905,0,2813.965,549.5793,6.582808,0,161.5539,185.7082,2.76049,132.1822931,132.1822931,0.000443805,178.1128259,178.1128259,0.000481406,89.99985,89.99985,123.6965,0.000301879
1.419999,B,1.419999,0.1550349,0,0.486467,0,2814.605,549.4487,6.683696,0,161.5278,185.7082,2.763467,132.2528988,132.2528988,0.000444798,179.4353549,179.4353549,0.000485854,89.99985,89.99985,125.4909,0.000306715
1.429999,B,1.429999,0.1561869,0,0.4866373,0,2815.235,549.318,6.785344,0,161.5018,185.7082,2.766444,132.3229243,132.3229243,0.000445786,180.7585841,180.7585841,0.000490312,89.99985,89.99985,127.2985,0.000311596
1.439999,B,1.439999,0.1573397,0,0.4868015,0,2815.864,549.1873,6.887759,0,161.4758,185.7082,2.769422,132.3928982,132.3928982,0.00044677,182.082513,182.082513,0.000494779,89.99985,89.99985,129.1193,0.000316521
1.449999,B,1.449999,0.158493,0,0.4869598,0,2816.494,549.0565,6.990933,0,161.4497,185.7082,2.772399,132.4629078,132.4629078,0.00044775,183.4071421,183.4071421,0.000499257,89.99985,89.99985,130.9534,0.000321492
1.459999,B,1.459999,0.159647,0,0.4871125,0,2817.123,548.9257,7.094869,0,161.4236,185.7082,2.775376,132.5328996,132.5328996,0.000448727,184.732471,184.732471,0.000503744,89.99985,89.99985,132.8007,0.000326507
1.469999,B,1.469999,0.1608016,0,0.4872595,0,2817.753,548.7949,7.199568,0,161.3976,185.7082,2.778354,132.6029807,132.6029807,0.0004497,186.0585008,186.0585008,0.000508241,89.99985,89.99985,134.6613,0.000331567
1.479999,B,1.479999,0.1619568,0,0.4874011,0,2818.372,548.6641,7.305028,0,161.3716,185.7082,2.781331,132.6723804,132.6723804,0.000450668,187.3852246,187.3852246,0.000512748,89.99985,89.99985,136.5351,0.000336672
1.489999,B,1.489999,0.1631127,0,0.4875374,0,2818.991,548.5332,7.411255,0,161.3455,185.7082,2.784308,132.7417165,132.7417165,0.000451632,188.7126417,188.7126417,0.000517264,89.99985,89.99985,138.4223,0.000341822
1.499999,B,1.499999,0.1642692,0,0.4876685,0,2819.61,548.4023,7.518243,0,161.3194,185.7082,2.787285,132.8111142,132.8111142,0.000452593,190.0407528,190.0407528,0.00052179,89.99985,89.99985,140.3227,0.000347017
1.509999,B,1.509999,0.1654263,0,0.4877946,0,2820.23,548.2714,7.625994,0,161.2934,185.7082,2.790263,132.8805794,132.8805794,0.000453551,191.3695586,191.3695586,0.000526326,89.99985,89.99985,142.2364,0.000352257
1.519999,B,1.519999,0.1665841,0,0.4879158,0,2820.849,548.1405,7.734508,0,161.2673,185.7082,2.79324,132.9499175,132.9499175,0.000454505,192.6990577,192.6990577,0.000530871,89.99985,89.99985,144.1634,0.000357543
1.529999,B,1.529999,0.1677424,0,0.4880321,0,2821.458,548.0095,7.843784,0,161.2413,185.7082,2.796217,133.0187072,133.0187072,0.000455453,194.0292448,194.0292448,0.000535425,89.99984,89.99984,146.1037,0.000362875
1.539999,B,1.539999,0.1689014,0,0.4881438,0,2822.067,547.8785,7.953827,0,161.2152,185.7082,2.799194,133.0874791,133.0874791,0.000456399,195.3601195,195.3601195,0.000539989,89.99984,89.99984,148.0573,0.000368252
1.549999,B,1.549999,0.170061,0,0.488251,0,2822.676,547.7475,8.064633,0,161.1892,185.7082,2.802172,133.1562767,133.1562767,0.000457341,196.6916823,196.6916823,0.000544563,89.99984,89.99984,150.0242,0.000373675
1.559999,B,1.559999,0.1712212,0,0.4883537,0,2823.285,547.6165,8.176202,0,161.1631,185.7082,2.805149,133.2250188,133.2250188,0.000458281,198.0239324,198.0239324,0.000549145,89.99984,89.99984,152.0044,0.000379143
1.569999,B,1.569999,0.1723821,0,0.4884521,0,2823.894,547.4854,8.288534,0,161.1371,185.7082,2.808126,133.2937986,133.2937986,0.000459216,199.3568704,199.3568704,0.000553738,89.99984,89.99984,153.998,0.000384658
1.579999,B,1.579999,0.1735436,0,0.4885463,0,2824.493,547.3542,8.401635,0,161.111,185.7082,2.811103,133.3619823,133.3619823,0.000460147,200.6904902,200.6904902,0.000558339,89.99984,89.99984,156.0049,0.000390218
1.589999,B,1.589999,0.1747057,0,0.4886363,0,2825.091,547.2231,8.515494,0,161.085,185.7082,2.814081,133.4300826,133.4300826,0.000461075,202.024791,202.024791,0.00056295,89.99984,89.99984,158.0251,0.000395825
1.599999,B,1.599999,0.1758684,0,0.4887224,0,2825.69,547.092,8.630123,0,161.0589,185.7082,2.817058,133.4982862,133.4982862,0.000462,203.3597738,203.3597738,0.00056757,89.99984,89.99984,160.0587,0.000401477
1.609999,B,1.609999,0.1770317,0,0.4888045,0,2826.289,546.9608,8.745514,0,161.0329,185.7082,2.820035,133.5664044,133.5664044,0.000462922,204.6954378,204.6954378,0.000572199,89.99984,89.99984,162.1057,0.000407176
1.619999,B,1.619999,0.1781956,0,0.4888828,0,2826.888,546.8296,8.861672,0,161.0068,185.7082,2.823012,133.6345802,133.6345802,0.00046384,206.0317836,206.0317836,0.000576837,89.99984,89.99984,164.166,0.000412921
1.629999,B,1.629999,0.1793602,0,0.4889573,0,2827.476,546.6984,8.978593,0,160.9808,185.7082,2.82599,133.7020844,133.7020844,0.000464754,207.3688044,207.3688044,0.000581485,89.99984,89.99984,166.2397,0.000418713
1.639999,B,1.639999,0.1805253,0,0.4890282,0,2828.064,546.5671,9.096282,0,160.9547,185.7082,2.828967,133.7695887,133.7695887,0.000465665,208.7065003,208.7065003,0.000586142,89.99984,89.99984,168.3268,0.000424551
1.649999,B,1.649999,0.1816911,0,0.4890956,0,2828.653,546.4358,9.214734,0,160.9287,185.7082,2.831944,133.8370989,133.8370989,0.000466573,210.0448712,210.0448712,0.000590807,89.99984,89.99984,170.4272,0.000430436
1.659999,B,1.659999,0.1828575,0,0.4891595,0,2829.241,546.3044,9.333952,0,160.9026,185.7082,2.834922,133.9046826,133.9046826,0.000467479,211.383918,211.383918,0.000595482,89.99984,89.99984,172.5411,0.000436367
1.669999,B,1.669999,0.1840245,0,0.48922,0,2829.83,546.1731,9.453933,0,160.8766,185.7082,2.837899,133.9721769,133.9721769,0.000468381,212.7236398,212.7236398,0.000600166,89.99984,89.99984,174.6683,0.000442345
1.679999,B,1.679999,0.1851921,0,0.4892772,0,2830.407,546.0417,9.574685,0,160.8505,185.7082,2.840876,134.0390176,134.0390176,0.000469279,214.0640299,214.0640299,0.000604859,89.99984,89.99984,176.8089,0.000448371
1.689999,B,1.689999,0.1863603,0,0.4893312,0,2830.986,545.9103,9.696198,0,160.8245,185.7082,2.843853,134.1059894,134.1059894,0.000470173,215.4050898,215.4050898,0.000609561,89.99984,89.99984,178.963,0.000454443
1.699999,B,1.699999,0.1875292,0,0.489382,0,2831.563,545.7789,9.81848,0,160.7984,185.7082,2.846831,134.1728022,134.1728022,0.000471065,216.7468178,216.7468178,0.000614271,89.99984,89.99984,181.1305,0.000460562
1.709999,B,1.709999,0.1886986,0,0.4894297,0,2832.142,545.6475,9.941531,0,160.7724,185.7082,2.849808,134.2397164,134.2397164,0.000471955,218.0892149,218.0892149,0.000618991,89.99984,89.99984,183.3114,0.000466728
1.719999,B,1.719999,0.1898687,0,0.4894744,0,2832.72,545.516,10.06534,0,160.7463,185.7082,2.852785,134.3066166,134.3066166,0.000472841,219.432281,219.432281,0.000623719,89.99984,89.99984,185.5057,0.000472942
1.729999,B,1.729999,0.1910393,0,0.4895162,0,2833.288,545.3845,10.18993,0,160.7203,185.7082,2.855762,134.372895,134.372895,0.000473723,220.77601,220.77601,0.000628456,89.99984,89.99984,187.7134,0.000479203
1.739999,B,1.739999,0.1922106,0,0.4895551,0,2833.855,545.2529,10.31527,0,160.6942,185.7082,2.85874,134.4391177,134.4391177,0.000474603,222.1204011,222.1204011,0.000633202,89.99984,89.99984,189.9346,0.000485511
1.749999,B,1.749999,0.1933824,0,0.4895912,0,2834.423,545.1213,10.44139,0,160.6682,185.7082,2.861717,134.5053862,134.5053862,0.00047548,223.4654549,223.4654549,0.000637957,89.99984,89.99984,192.1693,0.000491867
1.759999,B,1.759999,0.1945549,0,0.4896246,0,2834.99,544.9897,10.56827,0,160.6421,185.7082,2.864694,134.5716109,134.5716109,0.000476354,224.811171,224.811171,0.000642721,89.99984,89.99984,194.4174,0.00049827
1.769999,B,1.769999,0.1957279,0,0.4896553,0,2835.559,544.8582,10.69592,0,160.6161,185.7082,2.867671,134.6378953,134.6378953,0.000477225,226.1575499,226.1575499,0.000647493,89.99984,89.99984,196.679,0.000504721
1.779999,B,1.779999,0.1969016,0,0.4896834,0,2836.115,544.7265,10.82433,0,160.59,185.7082,2.870649,134.7035081,134.7035081,0.000478093,227.504585,227.504585,0.000652274,89.99984,89.99984,198.954,0.00051122
1.789999,B,1.789999,0.1980758,0,0.4897089,0,2836.673,544.5948,10.95351,0,160.564,185.7082,2.873626,134.7691228,134.7691228,0.000478957,228.8522762,228.8522762,0.000657063,89.99984,89.99984,201.2426,0.000517767
1.799999,B,1.799999,0.1992507,0,0.4897319,0,2837.23,544.4631,11.08346,0,160.5379,185.7082,2.876603,134.8347158,134.8347158,0.00047982,230.2006233,230.2006233,0.000661862,89.99984,89.99984,203.5446,0.000524361
1.809999,B,1.809999,0.2004262,0,0.4897525,0,2837.788,544.3314,11.21418,0,160.5119,185.7082,2.87958,134.9004021,134.9004021,0.000480679,231.5496273,231.5496273,0.000666668,89.99983,89.99983,205.86,0.000531004
1.819999,B,1.819999,0.2016022,0,0.4897708,0,2838.345,544.1997,11.34567,0,160.4858,185.7082,2.882558,134.965987,134.965987,0.000481536,232.8992871,232.8992871,0.000671484,89.99983,89.99983,208.189,0.000537695
1.829999,B,1.829999,0.2027789,0,0.4897867,0,2838.892,544.0679,11.47792,0,160.4598,185.7082,2.885535,135.0309184,135.0309184,0.000482389,234.2495963,234.2495963,0.000676308,89.99983,89.99983,210.5315,0.000544434
1.839999,B,1.839999,0.2039561,0,0.4898003,0,2839.438,543.9362,11.61094,0,160.4337,185.7082,2.888512,135.0958993,135.0958993,0.00048324,235.6005553,235.6005553,0.00068114,89.99983,89.99983,212.8875,0.000551221
1.849999,B,1.849999,0.2051339,0,0.4898117,0,2839.986,543.8043,11.74473,0,160.4077,185.7082,2.89149,135.1609042,135.1609042,0.000484088,236.9521643,236.9521643,0.000685981,89.99983,89.99983,215.2571,0.000558056
1.859999,B,1.859999,0.2063124,0,0.4898209,0,2840.532,543.6725,11.87929,0,160.3816,185.7082,2.894467,135.2258176,135.2258176,0.000484934,238.3044224,238.3044224,0.00069083,89.99983,89.99983,217.6401,0.00056494
1.869999,B,1.869999,0.2074914,0,0.489828,0,2841.08,543.5406,12.01461,0,160.3556,185.7082,2.897444,135.2908204,135.2908204,0.000485777,239.6573306,239.6573306,0.000695688,89.99983,89.99983,220.0367,0.000571873
1.879999,B,1.879999,0.208671,0,0.489833,0,2841.616,543.4087,12.15071,0,160.3295,185.7082,2.900421,135.3551219,135.3551219,0.000486617,241.0108818,241.0108818,0.000700554,89.99983,89.99983,222.4468,0.000578854
1.889999,B,1.889999,0.2098512,0,0.489836,0,2842.152,543.2767,12.28757,0,160.3035,185.7082,2.903399,135.419495,135.419495,0.000487454,242.3650767,242.3650767,0.000705429,89.99983,89.99983,224.8704,0.000585884
1.899999,B,1.899999,0.211032,0,0.489837,0,2842.689,543.1448,12.4252,0,160.2774,185.7082,2.906376,135.4837964,135.4837964,0.000488289,243.7199146,243.7199146,0.000710312,89.99983,89.99983,227.3076,0.000592963
1.909999,B,1.909999,0.2122134,0,0.489836,0,2843.225,543.0128,12.5636,0,160.2514,185.7082,2.909353,135.5481138,135.5481138,0.000489121,245.0753957,245.0753957,0.000715203,89.99983,89.99983,229.7584,0.00060009
1.919999,B,1.919999,0.2133954,0,0.4898332,0,2843.762,542.8808,12.70277,0,160.2253,185.7082,2.91233,135.6124849,135.6124849,0.000489951,246.4315206,246.4315206,0.000720102,89.99983,89.99983,232.2227,0.000607267
1.929999,B,1.929999,0.2145779,0,0.4898285,0,2844.288,542.7488,12.8427,0,160.1992,185.7082,2.915308,135.6761009,135.6761009,0.000490777,247.7882815,247.7882815,0.00072501,89.99983,89.99983,234.7006,0.000614493
1.939999,B,1.939999,0.2157611,0,0.489822,0,2844.814,542.6167,12.98341,0,160.1732,185.7082,2.918285,135.7398044,135.7398044,0.000491601,249.1456796,249.1456796,0.000729926,89.99983,89.99983,237.192,0.000621767
1.949998,B,1.949998,0.2169448,0,0.4898137,0,2845.34,542.4846,13.12489,0,160.1472,185.7082,2.921262,135.803482,135.803482,0.000492423,250.5037143,250.5037143,0.00073485,89.99983,89.99983,239.6971,0.000629091
1.959998,B,1.959998,0.2181291,0,0.4898037,0,2845.866,542.3525,13.26713,0,160.1211,185.7082,2.924239,135.8671159,135.8671159,0.000493243,251.8623855,251.8623855,0.000739783,89.99983,89.99983,242.2157,0.000636464
1.969998,B,1.969998,0.219314,0,0.489792,0,2846.392,542.2205,13.41014,0,160.095,185.7082,2.927217,135.9308035,135.9308035,0.00049406,253.2216935,253.2216935,0.000744723,89.99983,89.99983,244.7479,0.000643887
1.979998,B,1.979998,0.2204995,0,0.4897786,0,2846.908,542.0883,13.55393,0,160.069,185.7082,2.930194,135.9938036,135.9938036,0.000494873,254.5816315,254.5816315,0.000749672,89.99983,89.99983,247.2937,0.000651359
1.989998,B,1.989998,0.2216855,0,0.4897636,0,2847.423,541.9562,13.69848,0,160.0429,185.7082,2.933171,136.0568156,136.0568156,0.000495685,255.9421996,255.9421996,0.000754629,89.99983,89.99983,249.8532,0.00065888
1.999998,B,1.999998,0.2228722,0,0.489747,0,2847.939,541.824,13.8438,0,160.0169,185.7082,2.936148,136.1197999,136.1197999,0.000496494,257.3033976,257.3033976,0.000759594,89.99983,89.99983,252.4262,0.000666451
2.009999,B,2.009999,0.2240594,0,0.4897289,0,2848.455,541.6918,13.98989,0,159.9908,185.7082,2.939126,136.1828,136.1828,0.000497301,258.6652256,258.6652255,0.000764567,89.99983,89.99983,255.0128,0.000674072
2.019999,B,2.019999,0.2252471,0,0.4897093,0,2848.97,541.5596,14.13675,0,159.9648,185.7082,2.942103,136.245818,136.245818,0.000498106,260.0276837,260.0276837,0.000769548,89.99983,89.99983,257.6131,0.000681743
2.029999,B,2.029999,0.2264355,0,0.4896881,0,2849.475,541.4273,14.28439,0,159.9387,185.7082,2.94508,136.3081963,136.3081963,0.000498908,261.3907656,261.3907656,0.000774537,89.99983,89.99983,260.2271,0.000689463
2.039999,B,2.039999,0.2276245,0,0.4896655,0,2849.98,541.295,14.43279,0,159.9127,185.7082,2.948057,136.370497,136.370497,0.000499707,262.7544706,262.7544706,0.000779534,89.99983,89.99983,262.8546,0.000697233
2.049999,B,2.049999,0.228814,0,0.4896415,0,2850.486,541.1627,14.58195,0,159.8866,185.7082,2.951035,136.432909,136.432909,0.000500504,264.1187996,264.1187996,0.000784539,89.99983,89.99983,265.4958,0.000705054
2.059999,B,2.059999,0.2300041,0,0.4896161,0,2850.991,541.0304,14.7319,0,159.8606,185.7082,2.954012,136.4952813,136.4952813,0.000501299,265.4837524,265.4837524,0.000789552,89.99983,89.99983,268.1506,0.000712924
2.069999,B,2.069999,0.2311947,0,0.4895894,0,2851.496,540.8981,14.88261,0,159.8345,185.7082,2.956989,136.5575861,136.5575861,0.000502092,266.8493282,266.8493282,0.000794573,89.99983,89.99983,270.8191,0.000720845
2.079998,B,2.079998,0.232386,0,0.4895613,0,2851.99,540.7657,15.03409,0,159.8085,185.7082,2.959966,136.6192967,136.6192967,0.000502882,268.2155212,268.2155212,0.000799602,89.99983,89.99983,273.5013,0.000728816
2.089998,B,2.089998,0.2335778,0,0.4895318,0,2852.485,540.6333,15.18633,0,159.7824,185.7082,2.962944,136.6809816,136.6809816,0.000503669,269.582331,269.582331,0.000804639,89.99983,89.99983,276.1971,0.000736837
2.099998,B,2.099998,0.2347701,0,0.4895012,0,2852.98,540.5009,15.33936,0,159.7564,185.7082,2.965921,136.7426863,136.7426863,0.000504455,270.9497578,270.9497578,0.000809683,89.99983,89.99983,278.9066,0.000744909
2.109998,B,2.109998,0.2359631,0,0.4894693,0,2853.475,540.3684,15.49315,0,159.7303,185.7082,2.968898,136.8043791,136.8043791,0.000505239,272.3178016,272.3178016,0.000814736,89.99983,89.99983,281.6298,0.000753031
2.119998,B,2.119998,0.2371566,0,0.4894362,0,2853.969,540.236,15.64771,0,159.7043,185.7082,2.971875,136.8660004,136.8660004,0.00050602,273.6864615,273.6864615,0.000819796,89.99983,89.99983,284.3666,0.000761203
2.129998,B,2.129998,0.2383507,0,0.4894018,0,2854.453,540.1035,15.80304,0,159.6782,185.7082,2.974853,136.9269998,136.9269998,0.000506798,275.0557315,275.0557315,0.000824864,89.99982,89.99982,287.1172,0.000769427
2.139998,B,2.139998,0.2395453,0,0.4893664,0,2854.937,539.971,15.95914,0,159.6522,185.7082,2.97783,136.9880806,136.9880806,0.000507574,276.4256123,276.4256123,0.00082994,89.99982,89.99982,289.8814,0.000777701
2.149998,B,2.149998,0.2407405,0,0.4893298,0,2855.421,539.8385,16.11601,0,159.6261,185.7082,2.980807,137.049088,137.049088,0.000508349,277.7961031,277.7961031,0.000835023,89.99982,89.99982,292.6594,0.000786025
2.159998,B,2.159998,0.2419363,0,0.489292,0,2855.906,539.7059,16.27365,0,159.6001,185.7082,2.983784,137.1101033,137.1101033,0.000509121,279.1672041,279.1672041,0.000840114,89.99982,89.99982,295.4511,0.000794401
