t,Mach Number,cg (in),cp (in)
4.17,0.508219899799021,154.36477405298845,183.2654975697977
4.18,0.5095439480741379,154.3467816397378,183.2657893377418
4.19,0.510868324076723,154.3287801498043,183.26608466091855
4.2,0.5121930264932113,154.31076852614711,183.2663837804392
4.21,0.5135180540100379,154.29274762974694,183.26668694125448
4.22,0.514843405313638,154.27471760707897,183.26699439219828
4.23,0.5161690790904468,154.2566773313358,183.26730638602749
4.24,0.5174950740268992,154.2386280107688,183.26762317946813
4.25,0.5188213888094303,154.22056930655344,183.26794503325402
4.26,0.5201480221244752,154.20250064727924,183.2682722121711
4.2700000000000005,0.5214749726584693,154.18442296212882,183.26860498509916
4.28,0.5228022390978472,154.1663356373031,183.26894362505382
4.29,0.5241298201290443,154.14823865448787,183.26928840922852
4.3,0.5254577144384956,154.13013266493996,183.26963961903644
4.3100000000000005,0.5267859207126364,154.11201678102628,183.26999754015193
4.32,0.5281144376379016,154.09389153526416,183.27036246255295
4.33,0.5294432639007263,154.07575730210945,183.27073468056082
4.34,0.5307723981875455,154.05761292121815,183.27111449288296
4.3500000000000005,0.5321018391847946,154.03945947370937,183.27150220265293
4.36,0.5334315855789085,154.02129687664757,183.2718981174714
4.37,0.5347616360563222,154.00312424317696,183.272302549446
4.38,0.5360919893034709,153.98494265572998,183.27271581523266
4.39,0.5374226440067899,153.96675166487327,183.27313823607417
4.4,0.538753598852714,153.94855093401074,183.27357013783995
4.41,0.5400848525276785,153.9303412690442,183.27401185106632
4.42,0.5414164037181182,153.9121219480661,183.2744637109936
4.43,0.5427482511104684,153.89389318264384,183.27492605760605
4.44,0.5440803933911644,153.87565550318863,183.27539923566783
4.45,0.545412829246641,153.85740791635953,183.2758835947634
4.46,0.5467455573633334,153.83915117982338,183.27637948933153
4.47,0.5480785764276767,153.82088552592737,183.27688727870424
4.48,0.5494118851261061,153.8026097617143,183.27740732714136
4.49,0.5507454821450564,153.78432511812582,183.2779400038667
4.5,0.5520793661709629,153.76603130512032,183.278485683103
4.51,0.5534135358902605,153.74772767792493,183.279044744106
4.5200000000000005,0.5547479899893849,153.7294151919634,183.2796175711985
4.53,0.5560827271547705,153.7110932857058,183.28020455380278
4.54,0.5574177460728527,153.69276186062615,183.28080608647377
4.55,0.5587530454300664,153.67442159759054,183.28142256893054
4.5600000000000005,0.5600886239128471,153.6560716645441,183.2820544060869
4.57,0.5614244802076296,153.63771250729943,183.28270200808194
4.58,0.5627606130008489,153.61934453311042,183.28336579030918
4.59,0.5640970209789404,153.6009666403467,183.28404617344503
4.6000000000000005,0.565433702828339,153.58257981727942,183.2847435834775
4.61,0.5667706572354799,153.56418405491632,183.28545845173107
4.62,0.5681078828853441,153.54577841368274,183.286191214894
4.63,0.5694453784232987,153.52736399176032,183.28694231502007
4.64,0.5707831424513297,153.50894038103664,183.2877121995475
4.65,0.5721211735692139,153.49050718698527,183.28850132134414
4.66,0.5734594703767276,153.4720652338023,183.28931013872966
4.67,0.5747980314736476,153.45361384340686,183.290139115496
4.68,0.5761368554597507,153.43515316455782,183.2909887209268
4.69,0.5774759409348134,153.4166837483379,183.29185942981604
4.7,0.5788152864986122,153.39820464757682,183.29275172248435
